building_type,material,age_years,area_m2,region,tilt_angle_deg,vibration_magnitude,shock_detected,temperature_c,humidity_pct,pressure_hpa,illuminance_lux,structural_status,climate_status,lighting_status,overall_status,_true_degradation_level
residential,mixed,56,2330.3,arid,1.718,0.1356,False,25.53,30.97,1015.56,313.5,critical,normal,normal,critical,0.393
historical,wood,24,1924.5,temperate,2.216,0.1893,False,18.18,55.37,1020.58,78.4,critical,normal,attention,critical,0.4548
industrial,concrete,13,4396.3,continental,0.37,0.0165,False,2.23,73.45,1007.5,215.8,normal,normal,normal,normal,0.1869
commercial,concrete,77,1095.6,temperate,5.441,0.3989,True,3.49,58.23,1013.87,635.3,critical,normal,normal,critical,0.7044
commercial,concrete,129,2701.9,temperate,10.26,0.8066,False,3.05,50.15,1009.75,534.1,critical,normal,normal,critical,0.9578
residential,wood,33,4582.3,arid,0.047,0.0,False,26.4,29.71,1009.53,323.5,normal,normal,normal,normal,0.063
commercial,brick,17,2409.2,temperate,0.0,0.0144,False,22.43,67.28,1011.08,429.4,normal,normal,attention,attention,0.0
residential,brick,90,1506.7,coastal,3.905,0.2934,False,14.7,55.49,1012.49,415.7,critical,normal,normal,critical,0.6075
residential,mixed,99,793.1,coastal,5.209,0.4623,False,26.46,63.08,1019.52,422.4,critical,normal,normal,attention,0.7033
residential,brick,21,2367.5,temperate,0.0,0.0283,False,15.9,41.93,1013.78,274.7,normal,normal,normal,normal,0.0509
residential,brick,48,3080.4,continental,1.486,0.1222,False,14.09,55.24,1013.07,335.5,critical,normal,normal,critical,0.3417
commercial,mixed,64,1407.3,temperate,2.071,0.1588,False,14.94,60.48,1008.59,497.4,critical,normal,attention,critical,0.4536
commercial,concrete,64,1023.7,continental,3.903,0.2709,False,20.11,70.13,1017.31,449.7,critical,normal,attention,critical,0.5761
industrial,concrete,19,1369.3,coastal,0.641,0.0648,False,19.23,58.21,1008.76,191.0,critical,normal,attention,critical,0.2496
residential,wood,57,3551.6,continental,1.296,0.0955,False,7.3,61.69,1010.9,344.6,critical,normal,normal,critical,0.3468
residential,mixed,28,1458.1,temperate,0.0,0.0,False,-4.76,64.55,1006.46,244.0,attention,normal,normal,normal,0.0888
residential,wood,10,868.1,coastal,1.59,0.102,False,19.6,73.24,1010.65,362.9,critical,attention,normal,critical,0.389
residential,concrete,114,2463.5,temperate,1.33,0.1486,False,9.24,41.98,1023.22,462.9,critical,normal,normal,critical,0.3723
industrial,concrete,92,490.4,arid,11.083,0.8817,False,36.17,43.82,1010.97,265.7,critical,normal,normal,critical,1.0
residential,concrete,44,2211.9,arid,2.644,0.2319,False,26.02,27.29,1017.99,242.7,critical,normal,normal,critical,0.4825
historical,brick,43,4884.8,temperate,1.253,0.0582,False,8.08,66.45,1022.14,204.2,critical,normal,normal,critical,0.3065
residential,brick,122,4637.2,temperate,4.485,0.3688,False,6.39,58.67,1014.32,442.8,critical,normal,normal,critical,0.6268
commercial,mixed,102,1753.2,temperate,2.911,0.237,False,10.74,80.24,1013.88,397.9,critical,critical,attention,critical,0.494
commercial,mixed,27,528.5,temperate,0.589,0.0629,False,18.04,79.26,1020.04,338.1,critical,attention,attention,critical,0.1861
residential,brick,108,4759.9,temperate,4.064,0.3514,False,8.58,72.56,1014.77,339.2,critical,attention,normal,critical,0.6085
industrial,concrete,114,4435.8,continental,4.125,0.2783,False,-17.73,71.91,1009.15,307.7,critical,attention,normal,critical,0.595
residential,concrete,53,470.7,continental,1.735,0.1663,False,10.46,60.87,1008.17,326.5,critical,normal,normal,critical,0.4052
residential,brick,38,4741.1,temperate,3.006,0.2719,False,17.9,46.15,1010.24,171.1,critical,normal,normal,critical,0.5129
commercial,concrete,128,2338.4,coastal,0.625,0.0352,False,17.16,59.94,1017.99,377.5,attention,normal,attention,attention,0.2597
residential,concrete,28,970.2,temperate,1.583,0.1056,False,19.58,56.86,1014.87,415.8,critical,normal,normal,critical,0.3825
residential,mixed,50,1202.7,continental,2.207,0.1239,False,-3.49,49.99,1013.48,317.8,critical,normal,normal,critical,0.4343
residential,concrete,31,1595.6,temperate,0.517,0.0223,False,17.38,51.73,1012.43,359.9,normal,normal,normal,normal,0.1768
residential,concrete,49,3324.9,continental,1.682,0.1521,False,-0.77,57.83,1018.7,332.0,critical,attention,normal,critical,0.397
industrial,mixed,2,2664.8,temperate,0.164,0.0,False,15.33,57.52,1015.37,317.7,normal,normal,normal,normal,0.1653
residential,mixed,80,3015.3,continental,1.403,0.0993,True,4.34,62.25,1006.66,402.8,critical,normal,normal,critical,0.3355
residential,brick,19,2850.9,temperate,1.5,0.1557,False,6.39,78.45,1016.86,378.9,critical,attention,normal,critical,0.3511
industrial,concrete,85,4087.7,temperate,0.124,0.0,False,13.91,38.53,1013.61,313.1,normal,normal,normal,normal,0.0966
commercial,wood,43,154.6,continental,3.014,0.2092,False,-8.92,48.19,1014.13,506.1,critical,normal,normal,critical,0.5173
residential,brick,72,4618.9,arid,5.145,0.3889,False,10.98,17.05,1011.44,365.6,critical,normal,normal,critical,0.6913
commercial,concrete,33,4308.3,arid,1.545,0.0781,False,27.46,32.18,1012.11,494.5,critical,normal,attention,critical,0.3769
commercial,concrete,14,2851.0,continental,0.774,0.0728,True,13.33,68.05,1011.58,404.5,critical,normal,attention,critical,0.2559
residential,concrete,78,87.7,temperate,4.942,0.4528,False,19.58,57.69,1012.88,316.1,critical,normal,normal,critical,0.6647
residential,concrete,41,1774.3,temperate,0.488,0.0199,False,15.28,66.46,1002.19,343.2,normal,normal,normal,normal,0.1736
commercial,concrete,16,3919.2,continental,1.213,0.0945,False,1.7,68.25,1019.37,456.5,critical,normal,attention,critical,0.3242
residential,wood,51,473.4,continental,2.761,0.1903,False,3.65,68.22,999.29,333.6,critical,attention,normal,critical,0.5022
residential,wood,75,2539.6,continental,2.16,0.1491,False,-8.72,65.63,1020.48,354.8,critical,attention,normal,critical,0.4054
historical,brick,11,1672.3,coastal,1.283,0.1294,False,17.53,60.59,1017.45,421.9,critical,normal,normal,critical,0.3654
residential,brick,21,1651.5,continental,0.474,0.0469,False,5.26,49.58,1021.1,383.0,attention,normal,attention,attention,0.2378
historical,brick,54,1810.6,temperate,2.13,0.163,True,18.54,62.54,1011.0,200.4,critical,normal,normal,critical,0.4235
residential,mixed,121,3540.4,temperate,3.727,0.3114,False,16.94,65.59,1011.72,409.1,critical,normal,normal,critical,0.5827
residential,brick,24,2382.7,temperate,0.261,0.0308,False,18.62,45.99,1011.37,251.1,normal,normal,normal,normal,0.1461
residential,brick,61,2905.1,continental,0.402,0.0204,False,-4.66,70.23,1013.88,479.6,normal,attention,normal,attention,0.1379
industrial,brick,75,811.9,arid,3.641,0.2831,False,16.29,24.27,1005.76,256.6,critical,normal,normal,critical,0.5895
residential,brick,44,223.9,continental,2.482,0.1652,False,8.55,43.7,1013.01,349.5,critical,normal,normal,critical,0.4667
residential,brick,7,3610.4,temperate,0.231,0.0571,False,14.23,67.22,1020.75,419.6,attention,normal,normal,attention,0.147
historical,brick,67,4411.9,temperate,2.66,0.2183,False,16.78,42.28,1019.73,300.0,critical,normal,normal,critical,0.4859
historical,brick,64,1937.5,continental,4.153,0.3493,False,19.33,44.66,1006.79,357.8,critical,normal,normal,critical,0.6001
industrial,concrete,88,1285.1,temperate,0.36,0.0,False,13.08,51.39,1012.04,276.2,normal,normal,normal,normal,0.1183
residential,wood,72,2283.4,temperate,3.345,0.2401,False,11.22,66.1,1016.17,417.3,critical,attention,normal,critical,0.563
residential,brick,55,345.0,coastal,1.692,0.1214,False,19.08,68.53,1009.69,336.7,critical,normal,normal,critical,0.3679
residential,mixed,31,2738.1,temperate,3.901,0.3346,False,14.42,62.06,1010.31,269.4,critical,normal,normal,critical,0.5999
residential,brick,32,78.6,continental,1.76,0.0891,False,-2.69,36.08,1017.71,323.9,critical,normal,normal,critical,0.3706
commercial,concrete,62,753.7,continental,0.784,0.0389,False,5.17,44.59,1013.11,374.3,attention,normal,attention,attention,0.2201
residential,brick,58,4991.2,arid,4.649,0.3212,False,29.08,30.37,1014.55,277.1,critical,normal,normal,critical,0.6345
residential,mixed,19,1798.8,continental,0.004,0.0093,False,18.32,53.59,1005.85,323.1,normal,normal,normal,normal,0.0181
historical,mixed,15,1070.2,arid,0.0,0.019,False,26.22,26.56,1015.76,153.0,normal,normal,normal,normal,0.0
industrial,mixed,7,4665.9,continental,0.0,0.0066,False,-6.88,46.64,997.98,191.2,normal,normal,attention,attention,0.0
residential,wood,131,3505.7,temperate,3.166,0.2621,False,17.83,53.76,1013.82,225.6,critical,normal,normal,critical,0.5534
residential,concrete,61,3121.6,continental,3.614,0.3444,False,8.42,55.21,1001.51,432.0,critical,normal,normal,critical,0.5861
residential,wood,23,253.0,continental,0.665,0.0675,False,-0.76,38.84,1006.03,395.2,critical,normal,normal,critical,0.243
residential,mixed,50,3940.4,coastal,0.023,0.0463,False,17.81,72.91,1008.0,164.9,attention,attention,normal,attention,0.1327
residential,concrete,45,4477.5,continental,1.121,0.0605,False,22.94,60.73,1014.34,335.7,critical,normal,normal,critical,0.3115
residential,wood,23,4993.6,continental,1.923,0.1601,False,-0.83,51.97,1015.61,331.0,critical,normal,normal,critical,0.4472
industrial,concrete,35,2425.4,arid,0.956,0.1019,False,26.27,40.57,1002.08,179.2,critical,normal,attention,critical,0.326
residential,concrete,3,4200.1,arid,0.0,0.0219,False,34.01,11.9,1014.4,563.0,normal,normal,normal,normal,0.0528
residential,concrete,29,3771.8,coastal,0.769,0.0494,False,22.59,68.12,1008.51,416.6,attention,normal,normal,attention,0.1862
industrial,concrete,33,4666.0,arid,2.586,0.1543,False,29.71,26.91,1011.86,398.2,critical,normal,normal,critical,0.465
residential,mixed,36,4882.8,coastal,0.723,0.0617,False,6.87,69.54,1011.48,242.6,critical,normal,normal,critical,0.2717
residential,wood,115,4781.0,continental,7.023,0.5455,False,19.54,51.49,1011.03,498.4,critical,normal,normal,attention,0.8129
residential,concrete,11,497.5,continental,0.607,0.1171,False,16.23,75.86,1027.68,426.7,critical,attention,normal,critical,0.2666
residential,wood,49,1851.1,temperate,4.182,0.3649,False,21.76,66.16,1013.93,242.6,critical,attention,normal,critical,0.6257
residential,wood,20,2825.5,arid,0.179,0.0076,False,14.95,12.49,1008.82,253.1,normal,normal,normal,normal,0.042
residential,concrete,25,452.4,coastal,0.0,0.0415,False,12.44,57.57,1020.41,276.1,attention,normal,normal,attention,0.0949
residential,brick,57,3329.1,continental,2.735,0.2298,False,11.5,59.07,1022.59,260.6,critical,normal,normal,critical,0.5032
residential,concrete,28,3177.2,continental,0.444,0.0444,False,7.05,62.3,1021.19,387.4,attention,normal,normal,attention,0.1852
residential,mixed,11,619.2,temperate,0.0,0.0076,False,13.82,41.37,1022.33,216.9,normal,normal,normal,normal,0.0
commercial,concrete,75,3505.3,continental,5.474,0.476,False,5.89,84.32,1024.34,345.7,critical,attention,attention,critical,0.7047
residential,brick,20,2045.8,continental,0.0,0.0832,False,7.06,41.01,1013.46,441.2,critical,normal,normal,critical,0.1811
historical,brick,25,2228.8,continental,0.0,0.0184,False,1.75,49.76,1035.2,133.3,normal,normal,attention,attention,0.1231
residential,brick,49,2122.8,temperate,3.105,0.2551,False,24.5,70.15,1006.15,348.0,critical,attention,normal,critical,0.5325
residential,concrete,62,2171.5,continental,5.04,0.3987,False,19.49,66.09,1020.58,332.7,critical,normal,normal,critical,0.6828
residential,wood,72,3685.7,continental,1.722,0.1375,False,-2.88,38.4,1007.88,323.5,critical,normal,normal,critical,0.4078
industrial,concrete,58,4833.0,continental,3.887,0.3159,False,13.74,29.88,1017.08,480.3,critical,normal,normal,critical,0.6021
residential,brick,17,3301.8,continental,0.305,0.0374,False,8.0,35.61,1013.79,456.6,attention,normal,normal,attention,0.0928
residential,brick,25,285.5,temperate,1.501,0.1267,False,16.26,59.03,1003.02,284.8,critical,normal,normal,critical,0.3891
historical,brick,50,115.1,continental,0.441,0.0321,False,4.97,48.6,1015.2,336.7,attention,normal,normal,attention,0.1456
residential,wood,40,3147.3,arid,0.131,0.0301,True,22.75,21.09,1005.17,412.6,attention,normal,normal,attention,0.0726
commercial,concrete,34,2843.4,arid,3.704,0.2456,False,18.33,28.8,1019.95,411.0,critical,normal,attention,critical,0.5642
industrial,concrete,118,1601.3,temperate,3.621,0.2928,False,19.52,53.05,1012.19,345.6,critical,normal,normal,critical,0.5699
commercial,brick,44,1706.3,arid,0.895,0.0976,False,25.13,21.04,1007.23,466.3,critical,normal,attention,critical,0.3
commercial,concrete,18,1756.3,coastal,0.396,0.0672,False,12.16,68.02,993.02,439.9,critical,normal,attention,critical,0.199
residential,brick,71,3047.0,temperate,4.774,0.3792,False,19.32,56.9,1023.77,380.6,critical,normal,normal,critical,0.6557
residential,concrete,26,3979.9,coastal,1.077,0.0279,False,17.99,79.99,1009.55,485.3,critical,attention,normal,critical,0.32
commercial,concrete,84,2749.7,arid,8.179,0.6968,False,32.66,39.73,1006.35,400.0,critical,normal,attention,critical,0.8733
residential,brick,78,2834.8,coastal,3.658,0.2947,False,19.93,69.64,1014.99,424.6,critical,normal,normal,critical,0.5748
historical,brick,82,397.3,continental,2.141,0.1738,False,-5.15,51.68,1012.88,311.6,critical,normal,normal,critical,0.442
commercial,concrete,75,369.5,coastal,3.253,0.2932,False,31.86,77.11,1012.47,330.5,critical,attention,attention,critical,0.5635
commercial,mixed,70,4828.8,coastal,1.307,0.135,False,23.28,62.16,1007.38,378.7,critical,normal,attention,critical,0.3435
residential,brick,43,3128.7,temperate,2.846,0.2722,False,19.22,57.74,1018.5,407.6,critical,normal,normal,critical,0.5121
industrial,concrete,38,2431.7,temperate,1.489,0.1353,False,11.6,48.06,1007.24,182.4,critical,normal,attention,critical,0.3751
residential,wood,44,4838.8,continental,1.327,0.1137,False,15.62,41.17,1007.68,498.6,critical,normal,normal,critical,0.3757
commercial,concrete,43,365.6,coastal,1.991,0.1356,False,13.26,68.09,1012.87,514.7,critical,normal,normal,critical,0.407
historical,wood,53,81.7,temperate,2.364,0.1608,True,18.27,54.14,1021.65,372.8,critical,normal,normal,critical,0.4571
commercial,concrete,37,4718.9,temperate,2.841,0.2533,False,15.96,55.45,1018.53,406.4,critical,normal,attention,critical,0.5179
industrial,concrete,63,4484.1,temperate,2.679,0.2168,False,10.14,74.56,1016.69,381.3,critical,normal,normal,critical,0.5213
historical,brick,56,3144.0,temperate,0.53,0.0595,False,7.76,54.98,1028.15,116.0,critical,normal,attention,critical,0.1807
residential,brick,62,3433.8,arid,0.0,0.0,False,17.6,19.47,1011.5,356.3,normal,normal,normal,normal,0.0
commercial,concrete,29,4310.5,temperate,0.635,0.0458,True,14.2,53.7,1012.38,310.6,attention,normal,attention,attention,0.2156
residential,concrete,74,3630.3,temperate,5.603,0.4455,False,22.36,75.83,1006.17,219.7,critical,attention,normal,critical,0.7113
industrial,concrete,47,170.0,temperate,4.588,0.3621,False,8.14,69.02,1015.61,187.3,critical,normal,attention,critical,0.6523
industrial,mixed,85,4101.1,temperate,1.955,0.1291,False,13.94,79.99,1022.3,351.6,critical,attention,normal,critical,0.4247
residential,concrete,35,4480.8,coastal,1.206,0.1416,False,21.83,55.91,1010.28,429.4,critical,normal,normal,critical,0.3558
residential,mixed,14,860.1,temperate,0.0,0.0,False,22.15,44.08,1025.59,179.4,normal,normal,normal,normal,0.0
residential,brick,38,3873.0,coastal,0.634,0.0229,False,10.43,62.62,1007.76,475.6,attention,normal,normal,attention,0.2342
historical,brick,14,3113.3,coastal,1.029,0.0558,False,19.03,72.97,1016.42,253.3,critical,attention,normal,critical,0.2868
residential,brick,44,1523.8,arid,3.279,0.3138,False,12.71,43.85,1008.72,366.0,critical,normal,normal,critical,0.5566
residential,brick,55,1124.4,continental,2.128,0.1646,False,9.7,57.04,1012.2,307.8,critical,normal,normal,critical,0.4463
commercial,mixed,68,4217.2,continental,3.182,0.2686,False,2.26,57.26,1013.67,434.1,critical,normal,attention,critical,0.5612
commercial,brick,40,468.0,temperate,2.552,0.2355,False,18.05,73.24,1015.3,463.2,critical,attention,attention,critical,0.4788
residential,brick,55,1014.2,continental,0.236,0.0233,False,3.3,50.7,997.72,493.3,normal,normal,normal,normal,0.1531
historical,brick,64,2208.3,temperate,1.177,0.1179,False,12.99,59.66,1009.9,283.8,critical,normal,normal,critical,0.3408
residential,brick,35,911.9,temperate,0.19,0.0218,False,21.52,49.84,1004.18,329.6,normal,normal,normal,normal,0.0151
residential,wood,96,2411.2,temperate,0.946,0.0685,False,12.49,79.72,1016.87,343.1,critical,critical,normal,critical,0.3201
commercial,mixed,16,4112.5,coastal,0.183,0.0429,False,17.5,76.05,1006.74,430.5,attention,attention,attention,attention,0.1134
industrial,wood,29,229.7,coastal,1.477,0.1153,False,13.87,70.31,1013.77,156.7,critical,attention,attention,critical,0.3746
residential,brick,15,1286.1,temperate,0.499,0.0,False,15.53,49.87,1012.24,483.5,normal,normal,normal,normal,0.1867
industrial,concrete,41,253.3,temperate,0.0,0.0,False,12.97,64.73,1010.27,462.1,normal,normal,normal,normal,0.063
residential,brick,25,3972.9,arid,0.062,0.0,False,31.25,25.74,1012.96,380.8,normal,normal,normal,normal,0.0796
commercial,mixed,16,4176.9,temperate,0.033,0.0,False,18.5,55.32,1023.75,351.8,normal,normal,attention,attention,0.0
historical,brick,3,706.4,temperate,0.0,0.0146,False,21.88,48.65,1014.12,194.8,normal,normal,normal,normal,0.0338
residential,brick,3,4843.6,continental,0.521,0.0326,False,27.94,66.16,1020.54,301.2,normal,normal,normal,normal,0.1345
industrial,concrete,69,3495.0,temperate,3.556,0.2491,True,11.84,64.94,1004.45,273.4,critical,normal,normal,critical,0.5551
residential,wood,96,3473.1,continental,3.155,0.2719,False,25.04,48.06,1017.46,367.7,critical,normal,normal,critical,0.5344
residential,brick,31,3603.3,temperate,1.412,0.0924,False,9.08,48.45,1011.99,396.6,critical,normal,normal,critical,0.3679
residential,concrete,14,4794.2,temperate,0.668,0.0258,False,21.39,44.31,1014.46,383.1,attention,normal,normal,attention,0.224
residential,concrete,37,266.4,arid,0.655,0.0697,False,26.78,30.52,1018.02,270.7,critical,normal,normal,critical,0.2154
residential,brick,41,2706.5,coastal,0.517,0.0288,False,27.01,72.18,1022.69,485.0,normal,attention,normal,attention,0.2301
commercial,concrete,29,2837.5,coastal,0.441,0.074,True,20.67,80.27,1016.18,340.0,critical,attention,attention,critical,0.2192
residential,brick,50,3123.0,continental,0.521,0.0705,False,3.05,61.92,1033.16,456.0,critical,normal,normal,critical,0.2089
industrial,concrete,39,4881.1,arid,2.692,0.2529,False,26.85,29.7,1004.46,266.1,critical,normal,normal,critical,0.4964
commercial,concrete,44,943.8,temperate,1.014,0.134,False,17.45,47.79,1016.11,453.5,critical,normal,attention,critical,0.2944
residential,mixed,24,843.1,temperate,3.162,0.2853,False,-1.38,78.93,1006.57,515.7,critical,attention,normal,critical,0.5395
commercial,brick,24,4923.4,temperate,0.465,0.0141,False,20.37,72.62,1009.37,435.4,normal,attention,attention,attention,0.1833
commercial,concrete,84,178.0,temperate,2.398,0.229,False,18.64,51.27,1007.75,451.7,critical,normal,attention,critical,0.4691
residential,brick,31,3843.9,temperate,0.856,0.0424,False,17.77,79.47,1021.82,541.9,attention,attention,normal,attention,0.276
industrial,brick,94,4342.1,arid,4.305,0.3449,False,30.23,43.33,1011.75,446.4,critical,normal,normal,critical,0.6
residential,brick,112,4668.4,temperate,0.949,0.0342,False,17.14,60.08,1017.38,409.2,critical,normal,normal,critical,0.2454
residential,wood,48,758.1,temperate,4.928,0.3704,False,11.66,82.48,1008.92,335.3,critical,critical,normal,critical,0.6642
residential,brick,42,4260.2,continental,1.124,0.1201,False,18.61,40.08,1005.45,392.2,critical,normal,normal,critical,0.3097
historical,brick,28,1113.9,continental,1.786,0.1377,False,27.62,57.46,1011.15,145.7,critical,normal,attention,critical,0.4036
commercial,mixed,72,1556.6,temperate,1.083,0.0797,False,7.44,75.68,1020.52,523.8,critical,attention,normal,critical,0.3216
residential,concrete,111,3593.0,temperate,5.662,0.4814,False,13.34,81.24,1013.67,308.7,critical,attention,normal,critical,0.7123
residential,concrete,27,3748.7,arid,0.014,0.0696,False,37.71,27.71,1015.26,275.2,critical,normal,normal,critical,0.1454
residential,wood,54,554.5,temperate,2.581,0.263,False,11.19,60.48,1017.02,361.4,critical,normal,normal,critical,0.4989
commercial,concrete,86,2298.2,coastal,4.882,0.3724,False,19.8,69.72,1009.85,539.5,critical,normal,normal,critical,0.6546
industrial,concrete,41,3188.1,continental,0.317,0.0179,False,26.25,55.48,1001.18,259.4,normal,normal,normal,normal,0.2061
residential,concrete,82,3437.3,continental,2.358,0.1815,False,10.53,57.19,1006.68,311.9,critical,normal,normal,critical,0.4513
residential,mixed,10,1394.5,continental,0.27,0.0,False,20.65,56.02,1030.65,159.5,normal,normal,normal,normal,0.0
residential,concrete,129,670.4,temperate,7.267,0.5935,False,21.17,57.19,1015.69,377.7,critical,normal,normal,critical,0.8169
historical,brick,44,1337.5,continental,1.718,0.1234,False,-17.48,51.79,1009.67,228.8,critical,attention,normal,critical,0.4084
residential,brick,29,1640.6,arid,0.0,0.0067,False,26.76,29.04,1004.2,420.1,normal,normal,normal,normal,0.0
historical,brick,43,1219.1,arid,2.94,0.2024,False,18.56,41.63,1015.98,164.0,critical,normal,normal,critical,0.5168
industrial,concrete,28,1316.2,continental,0.209,0.0,False,12.14,40.85,1024.28,340.7,normal,normal,normal,normal,0.0
residential,brick,19,752.4,temperate,0.0,0.0,False,20.56,52.24,1011.15,345.6,normal,normal,normal,normal,0.0
residential,concrete,72,1862.6,temperate,1.056,0.0828,False,22.57,59.3,1017.87,374.4,critical,normal,normal,critical,0.3235
industrial,mixed,71,3790.2,temperate,7.283,0.5986,False,6.52,59.93,1013.77,221.7,critical,normal,normal,critical,0.8126
commercial,concrete,21,1685.3,coastal,1.335,0.1365,False,8.12,70.13,1011.57,569.9,critical,attention,normal,critical,0.3108
residential,brick,34,1891.4,coastal,0.797,0.0254,False,16.92,70.73,1012.91,465.2,attention,attention,normal,attention,0.2894
residential,concrete,25,2059.6,coastal,0.045,0.0,False,15.62,64.79,1010.13,357.4,normal,normal,normal,normal,0.1004
commercial,wood,24,3774.7,temperate,1.479,0.1338,True,14.11,45.57,1006.61,460.4,critical,normal,attention,critical,0.3602
commercial,mixed,54,3981.7,arid,0.556,0.0655,False,23.14,28.85,1009.46,403.5,critical,normal,attention,critical,0.2315
commercial,concrete,98,1195.8,coastal,3.148,0.212,False,14.04,74.17,1010.7,463.1,critical,normal,attention,critical,0.5193
residential,wood,47,4050.7,coastal,1.834,0.1867,True,20.63,73.58,1021.57,281.4,critical,attention,normal,critical,0.4021
residential,brick,81,1750.6,temperate,2.168,0.1964,False,5.47,45.47,1022.28,212.9,critical,normal,normal,critical,0.4587
residential,wood,62,3675.8,continental,2.66,0.2524,False,3.26,38.55,1021.82,323.8,critical,normal,normal,critical,0.4998
commercial,concrete,85,3803.3,coastal,3.435,0.2922,False,17.74,62.56,1003.54,498.7,critical,normal,attention,critical,0.5478
commercial,mixed,60,347.0,temperate,1.153,0.0956,False,14.99,54.87,1001.86,417.7,critical,normal,attention,critical,0.3286
commercial,concrete,7,141.3,continental,0.095,0.0124,False,17.85,45.06,1014.48,579.9,normal,normal,normal,normal,0.0512
residential,brick,111,2326.6,temperate,5.806,0.4514,False,19.56,61.63,1015.09,462.1,critical,normal,normal,critical,0.7227
residential,wood,110,216.8,temperate,3.543,0.3404,False,10.06,57.53,1006.97,405.5,critical,normal,normal,critical,0.5568
industrial,mixed,85,3631.1,temperate,3.471,0.3075,False,11.19,48.95,1009.27,239.7,critical,normal,normal,critical,0.5542
historical,brick,70,3229.6,temperate,0.0,0.0082,False,17.33,60.47,1022.61,107.2,normal,normal,attention,attention,0.09
commercial,concrete,38,3431.1,temperate,0.854,0.0659,False,13.69,64.5,1021.99,476.0,attention,normal,attention,critical,0.2895
residential,brick,78,4134.5,temperate,5.778,0.4289,True,19.64,58.98,1002.14,450.2,critical,normal,normal,critical,0.7145
industrial,concrete,84,3491.1,continental,2.561,0.1892,False,11.51,46.3,1023.5,389.4,critical,normal,normal,critical,0.4772
residential,brick,77,1417.2,continental,4.227,0.3909,True,0.29,73.11,1019.91,451.9,critical,attention,normal,critical,0.6362
residential,concrete,62,403.8,temperate,3.273,0.2468,False,10.58,53.65,1021.11,314.4,critical,normal,normal,critical,0.536
residential,concrete,45,1145.4,continental,0.693,0.0411,False,2.52,45.49,1032.22,352.6,attention,normal,normal,attention,0.2276
residential,brick,13,3619.1,arid,1.158,0.0886,False,21.44,33.29,1005.02,346.9,critical,normal,normal,critical,0.3042
historical,brick,46,1038.7,continental,0.64,0.0426,True,21.7,27.69,1008.79,183.8,attention,normal,normal,attention,0.2078
residential,wood,53,3580.8,coastal,0.689,0.0535,False,9.33,60.1,1015.06,245.3,attention,normal,normal,attention,0.2875
industrial,concrete,85,2332.4,continental,3.224,0.2536,False,4.6,57.14,1025.56,155.4,critical,normal,attention,critical,0.5449
residential,brick,49,3703.6,arid,1.313,0.0876,False,32.24,24.77,1004.93,256.4,critical,normal,normal,critical,0.3256
residential,mixed,52,640.6,temperate,1.46,0.0685,False,4.7,74.49,1016.32,394.7,critical,attention,normal,critical,0.3415
residential,wood,59,876.4,temperate,0.494,0.0148,False,15.27,62.49,1020.56,355.0,normal,normal,normal,normal,0.1746
residential,concrete,90,4924.3,arid,4.747,0.4185,False,39.6,41.56,1010.06,384.3,critical,normal,normal,critical,0.6605
industrial,mixed,15,3911.2,temperate,0.095,0.0633,False,8.02,66.01,1012.79,276.4,critical,normal,normal,critical,0.0
industrial,concrete,88,548.5,temperate,1.461,0.0926,False,6.95,65.6,1006.08,313.7,critical,attention,normal,critical,0.3583
commercial,brick,28,889.2,continental,0.0,0.0832,False,-7.32,53.7,1006.64,427.7,critical,normal,attention,critical,0.0303
historical,wood,24,1828.4,temperate,0.554,0.0563,False,3.96,48.57,1014.1,190.7,attention,normal,normal,attention,0.2252
residential,wood,65,1993.9,temperate,1.237,0.1068,False,11.49,66.08,1009.19,413.3,critical,attention,normal,critical,0.3304
residential,brick,12,1335.0,arid,0.0,0.0241,False,5.41,29.59,1010.64,419.5,normal,normal,normal,normal,0.0
commercial,wood,90,4505.8,temperate,4.328,0.3679,False,13.33,68.65,1017.65,498.4,critical,attention,attention,critical,0.651
industrial,concrete,106,4780.2,continental,2.995,0.171,False,13.0,51.47,1016.81,347.1,critical,normal,normal,critical,0.4934
commercial,mixed,25,4930.2,temperate,0.1,0.0,False,11.87,56.15,1015.35,473.0,normal,normal,attention,attention,0.0
historical,wood,53,3717.6,temperate,0.847,0.0744,False,17.87,64.95,1009.26,276.0,critical,normal,normal,critical,0.2986
industrial,mixed,37,2266.5,temperate,0.841,0.0649,False,6.94,45.43,1009.52,180.9,critical,normal,attention,critical,0.2951
residential,concrete,77,304.8,continental,0.818,0.0719,False,26.58,82.42,1021.28,339.3,critical,attention,normal,critical,0.2902
historical,wood,10,2094.0,coastal,0.006,0.0108,False,16.92,73.07,1000.5,305.5,normal,attention,normal,attention,0.0
residential,brick,76,3735.2,coastal,0.128,0.0,False,27.35,71.86,1015.04,350.4,normal,attention,normal,attention,0.1514
commercial,mixed,82,4801.5,arid,3.023,0.2643,False,17.64,24.31,1015.02,510.6,critical,normal,normal,critical,0.5316
residential,mixed,54,3498.3,arid,0.463,0.0524,False,26.3,27.94,1012.0,209.0,attention,attention,normal,attention,0.209
residential,concrete,63,2125.4,arid,1.845,0.1503,False,27.43,36.68,1014.69,212.2,critical,normal,normal,critical,0.418
commercial,concrete,8,3714.8,continental,0.054,0.0149,False,20.9,53.49,1031.51,472.9,normal,normal,attention,attention,0.1733
