building_type,material,age_years,area_m2,region,tilt_angle_deg,vibration_magnitude,shock_detected,temperature_c,humidity_pct,pressure_hpa,illuminance_lux,structural_status,climate_status,lighting_status,overall_status,_true_degradation_level
residential,concrete,1,3768.4,continental,1.232,0.0927,False,-2.92,55.3,1020.04,392.3,normal,normal,normal,normal,0.3205
residential,concrete,56,2756.7,temperate,1.159,0.0379,False,12.26,67.66,1003.63,470.2,normal,normal,normal,normal,0.3035
residential,mixed,39,3454.1,temperate,1.048,0.0523,False,11.35,44.35,1010.42,354.5,normal,normal,normal,normal,0.2565
commercial,concrete,95,3895.8,continental,3.468,0.2996,False,8.19,48.09,1015.1,518.7,attention,normal,normal,attention,0.562
commercial,concrete,70,1895.5,temperate,0.0,0.0097,False,28.36,67.69,1003.86,423.6,normal,normal,normal,normal,0.0249
residential,wood,9,3420.3,arid,0.226,0.0183,False,14.07,37.65,1010.61,359.7,normal,normal,normal,attention,0.1149
commercial,concrete,29,4316.2,temperate,1.119,0.0597,False,14.15,45.57,1010.73,553.5,normal,normal,normal,normal,0.3038
commercial,concrete,75,3891.4,coastal,3.762,0.3609,False,9.89,73.28,1001.22,546.9,critical,normal,normal,critical,0.5866
historical,wood,104,1057.8,temperate,2.721,0.2462,False,9.31,68.15,1016.97,257.5,attention,attention,normal,attention,0.5206
industrial,concrete,34,4900.9,temperate,0.358,0.0508,True,5.31,59.54,1013.41,301.6,attention,normal,normal,attention,0.2029
residential,brick,6,1932.5,coastal,0.707,0.1186,False,14.02,71.44,1005.99,329.7,normal,attention,normal,attention,0.246
residential,mixed,62,4985.8,coastal,0.981,0.0501,False,16.95,65.14,1010.59,410.2,normal,attention,normal,attention,0.3008
residential,brick,38,3368.1,coastal,0.772,0.0616,False,13.69,80.7,1008.54,342.1,normal,attention,normal,attention,0.2498
historical,brick,92,519.6,temperate,1.006,0.0594,True,19.33,42.42,1021.17,298.5,attention,normal,normal,attention,0.2806
industrial,concrete,38,4231.0,temperate,0.184,0.0,False,18.99,55.57,1025.41,139.4,normal,normal,attention,attention,0.1121
residential,brick,45,3867.0,arid,8.001,0.6687,False,21.12,15.69,1002.13,359.2,critical,normal,normal,critical,0.8523
historical,brick,28,3357.8,temperate,0.241,0.0089,False,18.16,44.86,1010.15,328.8,normal,normal,normal,normal,0.185
residential,wood,60,2194.0,arid,2.974,0.2256,False,18.58,27.15,1014.02,409.2,attention,normal,normal,attention,0.5208
commercial,mixed,15,4763.5,temperate,0.0,0.006,False,17.21,47.88,1026.04,507.4,normal,normal,normal,normal,0.0
historical,brick,115,4774.8,continental,3.167,0.2593,False,26.59,55.34,1030.65,107.1,attention,normal,attention,attention,0.5329
industrial,concrete,45,3077.1,continental,1.071,0.1154,False,12.34,63.66,1002.55,380.3,normal,normal,normal,normal,0.3488
historical,brick,5,1347.2,arid,0.294,0.0,False,15.07,24.5,1003.82,301.6,normal,normal,normal,normal,0.1799
residential,wood,80,1054.9,temperate,3.296,0.2895,False,19.28,53.22,1001.81,360.4,attention,normal,normal,attention,0.5534
commercial,concrete,52,4489.2,coastal,0.085,0.0,False,16.24,70.21,1012.99,445.8,normal,normal,normal,normal,0.0
historical,brick,22,508.5,temperate,0.858,0.0183,False,4.39,76.7,1019.66,286.9,normal,attention,normal,attention,0.2216
residential,wood,31,601.4,temperate,0.254,0.0,False,15.05,63.65,1014.31,321.3,normal,attention,normal,attention,0.0
historical,mixed,20,1232.7,continental,0.095,0.0,False,4.46,64.67,1020.94,294.0,normal,normal,normal,normal,0.1511
residential,brick,46,3576.3,coastal,0.523,0.0703,True,20.61,69.42,1017.02,422.4,attention,normal,normal,attention,0.2134
residential,wood,38,658.6,continental,1.69,0.153,False,-2.29,47.17,1020.25,352.2,attention,normal,normal,attention,0.3986
historical,mixed,76,3361.4,temperate,1.571,0.1611,False,12.22,47.93,1002.01,255.2,attention,normal,normal,attention,0.3776
commercial,concrete,11,1210.6,coastal,1.372,0.1144,False,14.97,85.71,1013.09,414.4,normal,attention,normal,attention,0.3326
residential,brick,65,1421.5,continental,0.62,0.0675,False,7.61,55.64,1006.71,217.2,normal,normal,normal,normal,0.2161
industrial,mixed,35,1383.4,continental,0.0,0.0,False,14.35,54.18,1020.74,329.6,normal,normal,normal,normal,0.1402
residential,concrete,14,724.3,arid,0.392,0.0,False,40.22,24.8,1012.99,238.8,normal,attention,normal,attention,0.2045
commercial,concrete,26,3317.8,temperate,1.272,0.0724,False,15.37,64.1,1009.04,459.8,normal,normal,normal,normal,0.3192
residential,concrete,73,403.0,arid,2.865,0.2957,False,25.0,34.9,1009.26,327.6,attention,normal,normal,attention,0.5198
residential,brick,42,2840.8,continental,1.308,0.0364,False,18.67,65.51,1015.31,593.3,normal,normal,normal,normal,0.3399
commercial,concrete,23,2042.5,coastal,0.005,0.0,True,13.02,64.5,1016.05,488.9,attention,normal,normal,attention,0.1115
historical,brick,17,1834.2,temperate,0.097,0.0191,False,10.37,66.7,1016.49,282.0,normal,normal,normal,normal,0.1333
residential,mixed,15,3185.5,arid,0.0,0.0,False,21.66,22.72,1017.85,297.9,normal,normal,normal,normal,0.0
residential,wood,87,3365.2,arid,1.06,0.0677,False,32.24,33.17,1010.14,485.7,normal,normal,normal,normal,0.3017
residential,wood,38,3905.9,temperate,5.465,0.4023,False,16.56,46.51,1009.43,394.2,critical,normal,normal,critical,0.7002
residential,wood,40,901.2,temperate,2.825,0.2083,False,17.65,71.84,1017.29,361.2,attention,attention,normal,attention,0.5145
commercial,concrete,34,2746.2,coastal,1.184,0.0618,False,14.65,65.14,1016.45,555.2,normal,normal,normal,normal,0.3181
commercial,concrete,12,2138.6,temperate,1.121,0.1032,True,15.9,63.1,1015.76,328.2,attention,normal,normal,attention,0.3252
historical,brick,84,4669.1,coastal,3.198,0.2323,False,18.9,75.01,995.19,235.5,attention,attention,normal,attention,0.5347
residential,concrete,24,4044.7,coastal,0.519,0.0496,False,17.51,68.26,1008.65,394.9,normal,normal,normal,normal,0.246
residential,concrete,31,3056.8,coastal,0.731,0.0596,False,10.1,61.26,1014.77,368.6,normal,normal,normal,normal,0.2414
commercial,mixed,36,4145.5,arid,2.362,0.205,False,34.56,34.09,1010.73,343.1,attention,normal,normal,attention,0.4842
residential,wood,17,507.5,temperate,0.0,0.0337,False,14.85,42.71,999.87,441.8,normal,normal,normal,normal,0.105
residential,wood,49,1614.4,continental,2.696,0.2559,False,12.13,70.83,1025.17,406.0,attention,attention,normal,attention,0.52
commercial,concrete,21,2862.1,arid,0.311,0.0232,False,14.2,24.01,1004.29,413.1,normal,normal,normal,normal,0.0063
industrial,brick,97,794.7,continental,5.51,0.4178,False,14.48,72.08,1016.8,336.2,critical,attention,normal,critical,0.6895
residential,concrete,99,2408.1,temperate,4.429,0.367,False,12.64,55.69,1013.01,401.7,critical,normal,normal,critical,0.645
industrial,concrete,17,4168.0,continental,0.353,0.018,False,14.18,51.89,1009.2,268.9,normal,normal,normal,normal,0.0464
industrial,concrete,29,4445.3,temperate,4.617,0.3329,False,17.74,74.47,1018.36,298.1,attention,normal,normal,attention,0.6609
industrial,concrete,77,1527.8,temperate,2.87,0.2752,False,-3.52,56.76,1018.34,238.0,attention,normal,normal,attention,0.5146
residential,brick,41,815.1,continental,3.418,0.2317,False,29.94,49.71,1008.57,263.7,attention,normal,normal,attention,0.5213
commercial,mixed,6,2293.2,continental,0.078,0.0,False,3.23,56.44,1028.24,570.9,normal,normal,normal,normal,0.0
commercial,mixed,69,126.1,temperate,0.468,0.0,False,21.24,54.48,1022.5,459.6,normal,normal,normal,normal,0.2113
residential,concrete,36,3845.2,continental,0.361,0.0772,False,-3.59,51.25,1007.39,309.0,normal,normal,normal,normal,0.1781
residential,brick,6,53.9,temperate,0.0,0.0,False,12.05,63.15,1005.19,305.4,normal,normal,normal,normal,0.0
commercial,concrete,46,4189.3,temperate,0.291,0.042,False,20.18,59.15,1008.66,442.9,normal,normal,normal,normal,0.2104
residential,wood,79,2932.2,temperate,1.557,0.1106,False,12.5,64.45,1007.04,427.0,normal,attention,normal,attention,0.3955
commercial,mixed,31,1806.9,temperate,1.606,0.094,False,13.69,55.22,1005.0,443.9,normal,normal,normal,normal,0.3572
industrial,brick,81,1953.8,continental,0.022,0.0089,False,13.21,54.47,1010.3,368.8,normal,normal,normal,normal,0.151
residential,concrete,23,2051.5,coastal,0.512,0.033,False,16.77,56.51,1023.01,250.8,normal,normal,normal,normal,0.1847
historical,brick,87,4125.2,coastal,3.887,0.2707,False,17.36,79.17,1005.21,380.8,attention,attention,normal,attention,0.5845
historical,brick,51,1780.5,arid,4.838,0.378,False,36.81,30.69,1001.09,172.5,critical,normal,normal,critical,0.6501
residential,brick,67,399.3,continental,3.428,0.2944,False,-9.9,56.49,1017.46,411.0,attention,normal,normal,attention,0.579
historical,brick,29,4312.7,continental,0.502,0.0334,False,-23.97,26.07,1007.19,344.3,normal,attention,normal,attention,0.2216
residential,concrete,99,4257.0,arid,0.583,0.0357,False,8.03,14.71,1015.81,310.1,normal,normal,normal,normal,0.1963
industrial,concrete,107,1125.2,temperate,3.296,0.2328,True,8.76,60.49,1018.39,459.1,attention,normal,normal,attention,0.5251
residential,concrete,37,2851.8,continental,2.563,0.1729,False,36.33,56.92,1026.07,249.5,attention,normal,normal,attention,0.4628
residential,brick,72,4133.2,coastal,1.165,0.1055,False,21.58,67.77,1007.81,323.4,normal,normal,normal,normal,0.348
commercial,concrete,35,3442.0,coastal,1.723,0.1286,False,9.88,74.68,1008.69,375.4,normal,normal,normal,normal,0.3695
residential,brick,38,1108.6,temperate,1.37,0.1423,False,15.59,58.49,1017.91,426.8,attention,normal,normal,attention,0.3342
commercial,mixed,35,4907.1,continental,0.997,0.0699,False,13.34,42.87,1012.7,444.5,normal,normal,normal,normal,0.3018
commercial,concrete,30,1143.4,continental,0.614,0.0709,False,29.85,51.67,1025.4,425.3,normal,normal,attention,normal,0.224
commercial,concrete,20,2836.3,coastal,0.414,0.0,False,17.35,55.94,1010.18,413.4,normal,normal,normal,normal,0.1287
industrial,concrete,56,4956.6,temperate,3.1,0.2629,False,8.17,60.0,1012.09,313.3,attention,normal,normal,attention,0.5564
historical,brick,18,3995.3,continental,0.274,0.0,False,-15.04,54.42,1027.17,131.8,normal,attention,attention,attention,0.0
residential,concrete,28,1975.6,temperate,0.124,0.0,False,18.39,44.44,1014.14,233.1,normal,normal,normal,normal,0.0741
industrial,concrete,33,142.1,temperate,0.343,0.016,False,22.97,39.25,1009.42,338.8,normal,normal,normal,normal,0.1772
residential,concrete,58,824.4,continental,0.056,0.0,False,-13.94,37.66,1016.9,290.0,normal,normal,normal,normal,0.1065
industrial,mixed,46,4588.8,temperate,1.937,0.1712,False,-0.0,60.84,1012.21,243.5,attention,normal,normal,attention,0.434
residential,brick,42,4829.3,arid,0.438,0.0654,False,25.44,19.1,1008.48,365.9,normal,normal,normal,normal,0.2129
residential,wood,112,270.8,temperate,3.051,0.2144,False,18.33,66.15,1016.48,297.6,attention,attention,normal,attention,0.5084
commercial,mixed,39,2297.8,temperate,0.899,0.0154,False,22.83,58.17,1011.87,345.1,normal,normal,normal,normal,0.2609
industrial,concrete,11,2098.8,continental,0.667,0.0467,False,23.78,60.88,1004.66,232.8,normal,normal,normal,normal,0.2632
residential,concrete,19,1552.7,arid,1.028,0.0407,False,18.08,36.63,1016.65,258.3,normal,normal,normal,normal,0.2982
industrial,concrete,13,1013.8,arid,2.208,0.1427,False,26.46,25.58,1015.53,224.3,attention,normal,normal,attention,0.429
residential,brick,26,2322.2,temperate,1.527,0.1958,False,4.15,54.91,1010.54,217.8,attention,normal,normal,attention,0.3891
commercial,concrete,4,3939.9,temperate,0.0,0.0,False,15.36,72.53,1010.44,337.6,normal,normal,normal,normal,0.0
residential,brick,71,1995.6,continental,3.865,0.3426,False,-9.7,68.0,1012.09,371.4,critical,normal,normal,critical,0.6095
residential,concrete,86,3147.0,temperate,0.551,0.0391,False,-0.06,55.85,1008.83,444.6,normal,normal,normal,normal,0.2018
commercial,concrete,22,4202.7,continental,1.891,0.106,False,2.98,69.92,1018.58,529.3,normal,normal,normal,normal,0.4248
residential,brick,44,733.0,continental,0.608,0.0312,False,24.62,77.3,1005.73,271.2,normal,attention,normal,attention,0.2697
residential,concrete,17,2927.7,coastal,0.553,0.0,False,20.17,68.02,1020.31,193.0,normal,normal,normal,normal,0.2229
commercial,concrete,99,1503.6,temperate,2.767,0.2663,False,26.76,35.09,1013.62,493.7,attention,normal,normal,attention,0.5072
residential,brick,38,2776.7,continental,1.583,0.1199,False,26.42,73.52,1013.19,260.5,normal,attention,normal,attention,0.3677
industrial,concrete,17,3412.5,temperate,0.0,0.0,True,14.57,53.22,1017.47,392.4,attention,normal,normal,attention,0.0
commercial,concrete,71,4822.0,continental,4.976,0.4345,False,15.66,44.06,1006.37,276.5,critical,normal,attention,critical,0.6829
residential,brick,50,1334.1,temperate,1.769,0.1611,False,17.35,58.01,1009.37,308.8,attention,normal,normal,attention,0.3926
residential,mixed,11,4111.5,temperate,0.064,0.003,True,9.71,62.47,1021.45,245.1,attention,normal,normal,attention,0.0415
residential,concrete,94,1546.5,continental,5.29,0.4043,False,3.84,56.28,1020.27,387.3,critical,normal,normal,critical,0.668
historical,brick,46,2595.8,continental,0.389,0.0031,False,17.51,76.12,1016.26,155.4,normal,attention,normal,attention,0.1694
residential,brick,79,4183.1,continental,2.756,0.2134,False,5.43,50.71,1004.01,487.4,attention,normal,normal,attention,0.4922
historical,brick,39,4571.2,temperate,0.232,0.0295,False,12.59,52.99,1010.59,78.1,normal,normal,attention,attention,0.0626
industrial,brick,30,846.5,continental,1.25,0.1931,False,19.85,60.2,1026.97,339.2,attention,normal,normal,attention,0.3393
residential,concrete,43,3945.3,coastal,1.282,0.0488,False,19.57,85.16,998.29,379.9,normal,attention,normal,attention,0.3368
residential,brick,88,1035.7,continental,8.6,0.7118,False,-10.37,63.11,1006.35,322.7,critical,normal,normal,critical,0.8853
commercial,wood,24,1599.2,coastal,0.264,0.0219,False,13.49,47.94,1010.74,494.6,normal,normal,normal,normal,0.0
historical,wood,15,3679.0,temperate,0.236,0.0,False,23.44,49.29,1010.96,311.3,normal,normal,normal,normal,0.1199
residential,brick,97,2582.5,arid,3.883,0.2821,False,13.15,34.96,1012.41,384.1,attention,normal,normal,attention,0.5879
commercial,concrete,83,2167.4,continental,0.978,0.0782,False,-0.99,48.39,1017.43,405.3,normal,normal,normal,normal,0.2822
residential,brick,6,1214.0,temperate,0.021,0.0,False,18.66,63.0,1013.38,332.1,normal,normal,normal,normal,0.0477
industrial,mixed,54,257.6,continental,1.941,0.1598,False,-0.44,54.13,1020.91,231.5,attention,normal,normal,attention,0.4272
commercial,mixed,52,755.5,temperate,3.195,0.1795,False,13.2,76.59,1015.2,440.7,attention,attention,normal,attention,0.5187
commercial,wood,59,2224.0,continental,2.31,0.0975,False,22.09,59.72,1008.21,428.2,attention,normal,normal,attention,0.4553
residential,concrete,8,1899.2,coastal,0.485,0.0454,False,21.78,66.33,1004.36,229.2,normal,normal,normal,normal,0.2369
residential,brick,66,3418.2,coastal,1.634,0.1365,False,22.9,73.39,1014.56,360.7,attention,attention,normal,attention,0.3989
residential,mixed,58,1922.5,continental,1.215,0.2065,False,1.18,69.08,1009.69,418.4,attention,attention,normal,attention,0.3669
commercial,mixed,36,1941.4,temperate,0.0,0.0205,False,28.56,65.82,1016.02,360.3,normal,attention,normal,attention,0.1228
commercial,concrete,56,3565.9,coastal,3.229,0.2843,False,15.95,64.08,1009.82,344.5,attention,normal,normal,attention,0.5329
residential,concrete,104,552.2,continental,0.0,0.0,False,42.32,46.85,1016.41,443.0,normal,attention,normal,attention,0.0635
commercial,mixed,30,545.9,coastal,0.362,0.055,False,15.23,62.47,1005.08,488.9,normal,normal,normal,normal,0.2119
industrial,concrete,32,2330.4,temperate,0.365,0.0144,False,7.05,47.17,1025.64,362.9,normal,normal,normal,normal,0.1683
historical,brick,83,3252.7,continental,0.082,0.0177,False,-7.98,36.75,1016.25,180.8,normal,normal,normal,normal,0.0
residential,mixed,16,3294.4,temperate,0.682,0.0339,False,17.73,58.18,1013.75,351.6,normal,normal,normal,normal,0.2722
residential,brick,64,311.5,coastal,1.74,0.1024,False,14.72,80.5,1007.92,261.9,attention,attention,normal,attention,0.374
commercial,concrete,58,4924.2,continental,0.308,0.0,False,1.08,55.06,1027.69,456.3,normal,normal,normal,normal,0.1773
commercial,concrete,63,2406.0,temperate,4.562,0.3441,False,16.61,58.67,1018.81,525.7,critical,normal,normal,critical,0.6406
commercial,brick,38,4945.2,temperate,0.453,0.0444,False,4.94,61.02,997.32,553.8,normal,normal,normal,normal,0.2355
commercial,brick,8,2216.6,continental,0.0,0.0,False,1.93,47.64,1008.95,629.1,normal,normal,normal,normal,0.0291
residential,brick,80,4809.6,coastal,3.246,0.2841,False,8.29,58.12,1013.64,420.4,attention,normal,normal,attention,0.5476
residential,concrete,34,4373.3,coastal,1.52,0.1322,False,9.15,74.91,1021.1,411.1,normal,normal,normal,normal,0.3464
residential,mixed,35,4149.7,temperate,1.491,0.134,False,19.51,61.81,1010.19,333.6,normal,normal,normal,normal,0.3447
industrial,mixed,15,751.0,temperate,0.206,0.0106,False,16.16,61.05,1006.79,184.7,normal,normal,attention,attention,0.0568
commercial,mixed,36,4092.4,coastal,0.055,0.0,False,11.96,47.94,1008.82,386.9,normal,normal,normal,normal,0.0179
residential,concrete,58,1632.8,continental,5.504,0.4886,False,19.85,60.41,1016.37,297.8,critical,normal,normal,critical,0.7047
historical,brick,42,2270.9,continental,1.4,0.1806,False,11.76,62.99,1003.45,224.9,attention,normal,normal,attention,0.3411
industrial,concrete,41,3452.4,continental,1.375,0.0988,False,7.75,39.6,1017.31,401.6,normal,normal,normal,normal,0.3721
residential,wood,27,377.0,continental,0.397,0.0232,False,6.32,55.7,1009.49,366.3,normal,normal,normal,normal,0.2003
residential,brick,19,1935.9,coastal,2.561,0.1655,False,20.78,63.36,1012.89,295.8,attention,normal,normal,attention,0.4862
residential,wood,91,3926.9,continental,2.078,0.1925,False,17.37,62.93,1005.0,388.9,attention,attention,normal,attention,0.4601
commercial,wood,26,3740.9,temperate,0.496,0.0477,False,22.97,53.01,1013.29,452.5,normal,normal,normal,normal,0.2125
residential,mixed,88,3598.5,temperate,8.356,0.6501,False,16.78,61.39,1017.78,222.6,critical,normal,normal,critical,0.8611
residential,concrete,25,4685.2,temperate,2.984,0.2501,False,12.77,54.76,1006.85,324.1,attention,normal,normal,attention,0.5104
commercial,concrete,65,1491.9,arid,4.367,0.3289,False,27.13,26.3,1014.24,525.8,critical,normal,normal,critical,0.6153
commercial,concrete,33,1244.7,continental,0.0,0.0,False,16.76,43.0,1002.33,495.6,normal,normal,normal,attention,0.0704
residential,brick,84,2046.6,continental,2.64,0.1858,False,8.04,54.63,1018.5,452.2,attention,normal,normal,attention,0.4801
residential,brick,45,2196.7,temperate,0.321,0.0086,False,21.59,43.57,1013.79,511.4,normal,normal,normal,normal,0.0595
commercial,mixed,48,1634.6,arid,0.0,0.0,False,20.08,29.21,1008.72,528.8,normal,normal,normal,normal,0.0
commercial,wood,99,3296.7,arid,3.441,0.2206,False,31.28,34.9,1013.04,303.3,attention,normal,normal,attention,0.5572
residential,mixed,59,1682.3,continental,1.105,0.0957,False,27.07,38.34,1015.43,363.8,normal,normal,normal,normal,0.3068
commercial,mixed,81,1535.4,continental,10.795,0.9003,True,4.81,36.29,1012.34,481.1,critical,normal,normal,critical,1.0
residential,brick,70,1738.3,temperate,7.897,0.5637,False,18.63,80.45,1020.12,423.3,critical,attention,normal,critical,0.8471
commercial,wood,92,2141.3,temperate,4.273,0.3527,False,13.78,57.3,1010.11,603.6,critical,normal,normal,critical,0.6315
industrial,brick,53,1417.8,temperate,2.083,0.1887,False,12.53,51.47,1004.04,280.8,attention,normal,normal,attention,0.4231
commercial,concrete,66,233.0,temperate,3.496,0.2481,False,11.77,63.59,1021.95,547.7,attention,normal,normal,attention,0.5554
residential,wood,49,1459.5,coastal,5.534,0.4357,False,19.1,77.72,1011.43,220.1,critical,critical,normal,critical,0.7127
industrial,concrete,49,824.8,coastal,1.217,0.0323,False,24.8,73.29,1006.06,228.0,normal,normal,normal,normal,0.3339
commercial,concrete,41,1157.9,temperate,0.988,0.0847,False,12.79,56.59,1019.06,420.5,normal,attention,normal,normal,0.3207
residential,wood,16,486.3,temperate,0.0,0.0,False,18.69,41.84,1009.7,419.8,normal,normal,normal,normal,0.0951
residential,concrete,59,598.2,continental,0.707,0.0813,False,8.01,59.32,1016.15,279.3,normal,normal,normal,normal,0.2652
residential,concrete,23,4454.7,continental,1.784,0.1205,False,-14.43,67.19,1018.78,380.0,normal,normal,normal,normal,0.4031
historical,brick,51,2621.7,coastal,1.246,0.1394,False,23.37,74.57,1009.87,184.9,attention,attention,normal,attention,0.3244
residential,mixed,15,3793.8,arid,0.419,0.0,False,14.84,14.63,1003.67,368.8,normal,normal,normal,normal,0.114
industrial,mixed,50,1010.9,arid,0.933,0.0628,False,24.58,13.5,1007.66,372.0,normal,normal,normal,normal,0.2693
commercial,concrete,83,2710.4,temperate,5.993,0.4719,False,17.01,59.55,1012.07,494.0,critical,normal,normal,critical,0.7372
commercial,concrete,81,3315.4,continental,2.315,0.1831,False,14.6,52.67,1041.04,468.0,attention,normal,normal,attention,0.4574
residential,brick,122,2203.8,temperate,2.366,0.216,False,4.9,74.21,1019.6,279.0,attention,attention,normal,attention,0.4932
residential,brick,32,2834.0,continental,2.2,0.1856,False,-5.53,52.2,1018.93,287.7,attention,normal,normal,attention,0.4573
commercial,brick,7,1210.3,continental,0.006,0.037,False,7.6,53.85,1015.84,543.9,normal,normal,normal,normal,0.0
commercial,brick,22,2902.5,arid,0.445,0.1,False,22.91,42.39,1013.02,302.8,normal,normal,normal,normal,0.1967
commercial,concrete,39,4304.2,continental,0.155,0.0297,False,18.36,56.66,989.84,440.4,normal,normal,normal,normal,0.1151
historical,brick,60,789.7,continental,0.497,0.0317,False,40.34,34.94,1013.47,230.2,normal,attention,normal,attention,0.1974
industrial,brick,49,4738.4,continental,1.266,0.0502,False,2.86,45.78,1003.89,331.7,normal,normal,normal,normal,0.3337
historical,wood,39,4754.1,temperate,4.037,0.2602,False,22.34,66.94,997.62,261.1,attention,attention,attention,attention,0.5959
residential,concrete,58,3929.8,temperate,2.302,0.2251,False,9.49,68.3,1008.73,356.1,attention,normal,normal,attention,0.4647
historical,brick,31,1382.3,continental,1.168,0.1056,False,27.23,45.29,1009.0,263.7,normal,normal,normal,normal,0.341
residential,brick,93,3288.6,temperate,0.903,0.0507,False,15.8,68.81,1015.65,366.8,normal,normal,normal,normal,0.2772
commercial,mixed,64,4303.2,coastal,1.177,0.1794,False,19.1,64.27,1018.92,459.8,attention,normal,normal,attention,0.336
residential,wood,56,4144.1,arid,2.945,0.2562,False,21.44,16.31,1006.09,333.1,attention,normal,normal,attention,0.5136
residential,concrete,65,1920.0,continental,0.481,0.0509,False,13.74,70.98,1011.97,330.0,normal,normal,normal,normal,0.2177
industrial,mixed,36,3968.0,continental,1.71,0.1308,True,31.4,59.11,1025.98,248.6,attention,normal,normal,attention,0.396
residential,wood,24,4185.7,continental,1.896,0.1459,False,27.52,50.35,1020.61,358.2,normal,normal,normal,normal,0.3985
commercial,mixed,43,1490.6,temperate,3.7,0.3382,True,14.04,46.03,1023.29,488.8,attention,normal,normal,attention,0.5634
industrial,concrete,75,195.9,continental,1.436,0.1279,False,-8.53,36.8,1024.98,108.0,attention,normal,attention,attention,0.3643
industrial,concrete,14,3148.6,continental,1.313,0.1138,False,6.69,56.26,997.38,408.5,normal,normal,normal,normal,0.3168
residential,mixed,47,3854.2,temperate,1.292,0.0785,False,14.65,55.65,1008.94,224.1,normal,normal,normal,normal,0.3352
residential,mixed,77,1307.2,continental,4.504,0.3202,False,21.84,62.09,1004.63,327.4,critical,normal,normal,critical,0.636
residential,brick,30,1283.5,continental,4.203,0.3393,False,7.43,88.89,1014.32,418.8,attention,critical,normal,critical,0.6214
commercial,concrete,24,1188.2,temperate,0.446,0.0525,True,9.89,63.66,1013.5,464.4,attention,normal,normal,attention,0.2147
commercial,concrete,65,1529.5,arid,2.21,0.1718,False,30.32,34.84,1012.03,512.9,attention,normal,normal,attention,0.4388
industrial,concrete,29,629.4,temperate,0.197,0.0899,False,7.6,39.13,1013.7,384.6,normal,normal,normal,normal,0.1831
industrial,mixed,33,4260.7,temperate,3.194,0.2516,False,16.11,62.32,1015.27,191.9,attention,normal,attention,attention,0.541
residential,mixed,39,2442.8,temperate,2.764,0.2369,False,19.02,57.6,1010.53,347.6,attention,normal,normal,attention,0.5063
industrial,wood,20,936.2,continental,1.091,0.1062,False,25.0,46.74,1013.41,310.4,normal,normal,normal,normal,0.3304
residential,mixed,30,359.2,continental,0.004,0.0208,False,15.72,40.9,1013.74,444.9,normal,normal,normal,normal,0.0909
historical,concrete,69,2320.0,arid,2.993,0.2396,False,24.32,54.49,1012.25,209.3,attention,normal,normal,attention,0.519
residential,brick,14,3046.0,continental,0.99,0.0804,False,11.59,38.89,1007.28,397.8,normal,normal,normal,normal,0.2971
industrial,mixed,30,182.6,continental,2.17,0.1196,False,-7.29,57.41,999.13,282.0,attention,normal,normal,attention,0.4063
residential,wood,46,4456.5,continental,3.559,0.2798,False,5.02,71.12,1004.76,239.1,attention,attention,normal,attention,0.5575
industrial,mixed,63,693.4,temperate,1.705,0.1188,False,13.08,25.77,1013.53,134.1,attention,normal,attention,attention,0.3889
residential,wood,9,4984.9,continental,0.386,0.0,False,-17.25,46.17,1010.64,473.5,normal,attention,normal,attention,0.1122
residential,concrete,57,3826.7,continental,5.209,0.3469,True,9.31,54.19,1026.74,242.2,critical,normal,normal,critical,0.6731
industrial,concrete,28,2500.2,temperate,1.501,0.1398,False,25.99,63.97,1009.55,240.4,normal,normal,normal,normal,0.3807
residential,concrete,60,1275.6,continental,1.478,0.1044,True,-4.62,30.94,1014.25,335.2,attention,normal,normal,attention,0.3356
commercial,concrete,27,3312.0,temperate,1.75,0.1003,False,27.75,55.52,1006.7,479.2,normal,normal,normal,normal,0.4091
residential,brick,12,3041.9,temperate,1.544,0.1964,False,3.51,55.05,1018.33,376.5,attention,normal,normal,attention,0.362
commercial,concrete,53,2632.6,coastal,0.567,0.0375,False,24.36,76.36,1012.34,420.8,normal,attention,normal,attention,0.215
residential,wood,59,3474.8,arid,4.707,0.3425,False,10.17,42.08,1018.8,372.9,critical,normal,normal,critical,0.6551
industrial,mixed,39,3240.1,arid,0.764,0.0825,False,23.41,25.57,1013.24,330.1,normal,normal,normal,normal,0.2317
industrial,concrete,105,273.8,arid,3.595,0.3017,False,22.94,36.37,1002.39,159.3,critical,normal,attention,critical,0.5869
residential,brick,34,4112.2,continental,0.943,0.1325,False,5.07,30.72,1015.21,384.4,normal,normal,normal,normal,0.3033
commercial,concrete,41,2643.8,temperate,1.473,0.1664,False,13.04,45.97,1008.19,493.4,attention,normal,normal,attention,0.372
residential,mixed,97,849.5,temperate,10.604,0.8546,False,21.74,71.73,1011.98,366.6,critical,attention,normal,critical,0.9753
residential,mixed,54,376.9,temperate,2.783,0.2668,False,17.32,58.67,1016.54,401.3,attention,normal,normal,attention,0.5026
residential,concrete,76,4762.9,continental,0.984,0.0826,False,-1.78,46.12,1023.87,409.5,normal,normal,normal,normal,0.306
residential,mixed,28,4660.2,continental,0.667,0.0569,False,25.04,51.13,1017.68,425.4,normal,normal,normal,normal,0.2986
commercial,mixed,118,247.4,temperate,2.965,0.231,False,5.5,84.57,1001.23,458.6,attention,critical,normal,critical,0.5162
commercial,concrete,33,717.1,temperate,1.745,0.1205,False,17.1,65.52,1003.68,501.3,normal,normal,normal,normal,0.3864
